id date age minVel slowVel type count correct incorrect corrected dropped percCorrect latency accuracy accuracyLast accuracyMost
10184 20120725 18.0 8 1 ps 45 39 0 0 8 100 338 1.11 1.1 0.97
10184 20120725 18.0 8 4 ps 46 40 0 0 8 100 353 1.31 1.3 1.17
10184 20130918 19.8 4 1 ps 48 43 0 0 5 100 347 1.03 1.03 1
10184 20130918 19.8 4 4 ps 48 44 0 0 4 100 370 1.28 1.28 1.14
10184 20130918 19.8 8 1 ps 43 40 0 0 6 100 340 1.17 1.17 1.06
10184 20130918 19.8 8 4 ps 43 39 0 0 7 100 368 1.41 1.41 1.3
10252 20060504 11.791 4 1 ps 48 35 3 2 10 92.1 340 1.11 1.11 0.66
10252 20060504 11.791 4 4 ps 48 33 4 2 11 89.2 363 1.24 1.24 0.82
10252 20060504 11.791 8 1 ps 46 31 3 2 13 91.2 315 1.19 1.19 1.19
10252 20060504 11.791 8 4 ps 46 31 3 1 13 91.2 336 1.29 1.29 1.29
10252 20070628 12.808 4 1 ps 47 21 6 4 20 77.8 368 1.28 1.28 1.17
10252 20070628 12.808 4 4 ps 47 26 5 7 16 83.9 374 2.15 2.15 1.32
10252 20070628 12.808 8 1 ps 45 25 5 1 16 83.3 405 1.63 1.63 1.57
10252 20070628 12.808 8 4 ps 45 27 5 5 14 84.4 423 1.97 1.97 1.61
10252 20080626 13.808 4 1 ps 47 39 0 0 8 100 319 1.51 1.51 1.36
10252 20080626 13.808 4 4 ps 48 43 0 0 5 100 338 2.15 2.15 1.7
10252 20080626 13.808 8 1 ps 36 31 0 0 11 100 307 1.78 1.78 1.78
10252 20080626 13.808 8 4 ps 36 31 0 0 11 100 328 2.28 2.28 2.28
10252 20090513 14.800 4 1 ps 45 24 1 1 20 96 333 1.58 1.58 0.9
10252 20090513 14.800 4 4 ps 46 30 4 4 12 88.2 357 1.83 1.83 1.18
10252 20090513 14.800 8 1 ps 35 21 2 1 17 91.3 333 2.1 2.04 1.44
10252 20090513 14.800 8 4 ps 36 21 3 2 17 87.5 358 2.16 2.16 1.56
10252 20110209 16.775 4 1 ps 36 23 0 0 13 100 315 1.09 1.09 0.97
10252 20110209 16.775 4 4 ps 36 26 0 0 10 100 345 1.6 1.6 1.1
10252 20110209 16.775 8 1 ps 27 20 0 0 15 100 315 1.43 1.38 1.38
10252 20110209 16.775 8 4 ps 27 19 0 0 15 100 336 1.64 1.56 1.56
10252 20110412 16.791 4 1 ps 47 31 2 2 15 93.9 361 1.3 1.3 1.08
10252 20110412 16.791 4 4 ps 47 35 2 2 11 94.6 381 1.6 1.6 1.2
10252 20110412 16.791 8 1 ps 38 27 1 0 12 96.4 332 1.45 1.4 1.21
10252 20110412 16.791 8 4 ps 38 28 1 0 13 96.6 343 1.48 1.66 1.24
10335 20060828 10.0 4 1 ps 43 33 0 0 11 100 359 0.85 0.85 0.85
10335 20060828 10.0 4 4 ps 43 33 2 1 9 94.3 385 1.27 1.27 1.04
10335 20060828 10.0 8 1 ps 39 26 1 0 13 96.3 358 0.84 0.84 0.81
10335 20060828 10.0 8 4 ps 39 26 2 0 12 92.9 390 1.02 1.02 0.88
10335 20070703 10.816 4 1 ps 47 30 0 0 17 100 298 0.95 0.95 0.52
10335 20070703 10.816 4 4 ps 47 34 0 0 13 100 312 1.09 1.09 0.59
10335 20070703 10.816 8 1 ps 44 31 0 0 15 100 297 1.07 1.07 0.83
10335 20070703 10.816 8 4 ps 44 31 0 0 15 100 314 1.21 1.21 0.99
10335 20081013 12.8 4 1 ps 48 35 1 0 12 97.2 329 1.05 1.05 0.91
10335 20081013 12.8 4 4 ps 48 39 0 0 9 100 346 1.06 1.06 0.89
10335 20081013 12.8 8 1 ps 45 32 1 0 15 97 343 1.04 1.04 0.96
10335 20081013 12.8 8 4 ps 45 35 0 0 13 100 358 1.05 1.06 0.98
10335 20090624 12.816 4 1 ps 48 36 0 0 12 100 280 0.64 0.64 0.6
10335 20090624 12.816 4 4 ps 48 42 1 1 5 97.7 300 0.87 0.87 0.59
10335 20090624 12.816 8 1 ps 45 41 0 0 6 100 286 0.66 0.66 0.63
10335 20090624 12.816 8 4 ps 45 42 0 0 5 100 306 0.84 0.84 0.74
10335 20100424 13.800 4 1 ps 29 11 1 3 19 91.7 279 1.23 1.27 0.58
10335 20100424 13.800 4 4 ps 29 13 0 0 18 100 329 1.35 1.33 0.81
10335 20100424 13.800 8 1 ps 26 12 2 1 15 85.7 331 0.74 0.74 0.55
10335 20100424 13.800 8 4 ps 26 14 1 0 14 93.3 357 0.89 0.89 0.72
10335 20100526 13.808 4 1 ps 48 42 1 0 5 97.7 287 0.91 0.91 0.69
10335 20100526 13.808 4 4 ps 48 47 1 0 0 97.9 305 0.98 0.98 0.75
10335 20100526 13.808 8 1 ps 46 41 1 0 6 97.6 289 0.96 1.24 0.92
10335 20100526 13.808 8 4 ps 46 43 1 0 4 97.7 308 1.03 1.29 0.99
10128 20060706 18.783 4 1 ps 47 12 0 0 35 100 346 1.52 1.52 1.34
