id date age minVel slowVel type count correct incorrect corrected dropped percCorrect latency accuracy accuracyLast accuracyMost
10385 20091125 21.41 4 1 vgs 60 56 0 0 4 100 258 1.22 1.22 1.14
10385 20091125 21.41 4 4 vgs 60 57 0 0 3 100 271 1.92 1.92 1.78
10385 20091125 21.41 8 1 vgs 60 59 0 0 1 100 260 1.26 1.26 1.25
10385 20091125 21.41 8 4 vgs 60 59 0 0 1 100 275 1.87 1.87 1.86
10385 20110129 22.791 4 1 vgs 60 59 0 0 1 100 281 0.71 0.71 0.71
10385 20110129 22.791 4 4 vgs 60 59 0 0 1 100 297 0.9 0.9 0.9
10385 20110129 22.791 8 1 vgs 58 56 0 0 2 100 284 0.72 0.72 0.67
10385 20110129 22.791 8 4 vgs 58 56 0 0 2 100 301 0.85 0.85 0.79
10385 20120414 23.816 4 1 vgs 60 60 0 0 0 100 238 0.73 0.73 0.73
10385 20120414 23.816 4 4 vgs 60 60 0 0 0 100 255 1.05 1.05 1.05
10385 20120414 23.816 8 1 vgs 58 56 0 0 2 100 236 0.73 0.73 0.73
10385 20120414 23.816 8 4 vgs 58 56 0 0 2 100 253 1.05 1.05 1.05
10385 20130323 24.808 4 1 vgs 60 58 0 0 2 100 223 1.57 1.57 1.53
10385 20130323 24.808 4 4 vgs 60 58 0 0 2 100 239 1.55 1.55 1.52
10385 20130323 24.808 8 1 vgs 60 58 0 0 2 100 223 1.57 1.57 1.41
10385 20130323 24.808 8 4 vgs 60 58 0 0 2 100 239 1.55 1.55 1.38
